ID,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
8292,10965,1.228300029,-0.066461375,0.755817441,0.135215628,-0.631242353,-0.333522358,-0.557806907,-0.026517925,1.523647777,-0.345559122,2.020919657,-1.87057519,1.602885594,1.683661172,-0.079768672,0.785978576,-0.065912223,0.776331375,0.010696899,-0.071842781,-0.038679449,0.10939652,-0.065738638,0.01573472,0.21526184,1.034780907,-0.094485096,-0.008212996,14.95
8293,10965,1.370981466,-0.244445501,0.310356055,-0.510689731,-0.704894764,-0.55616599,-0.795020737,-0.10178817,0.299043958,0.022894939,2.434150328,-2.576693329,1.990789786,0.388587197,-0.465849773,1.823068096,1.264618583,-0.057368619,0.541269435,0.10065466,-0.061865885,-0.038305383,-0.043438834,-0.114344111,0.359960525,-0.319435339,-0.002911474,0.023414812,12.95
8294,138894,-1.298443233,1.948100449,-4.509946888,1.305804767,-0.019485927,-0.509237784,-2.643397619,1.283545194,-2.515355703,-4.50131481,2.09307501,-5.418888944,-1.247013712,-3.828268179,0.399050337,-6.366499509,-7.550968092,-4.902766666,0.152892032,0.250415437,1.17803195,1.360988581,-0.27201306,-0.325947896,0.290702673,0.841294588,0.643094249,0.20115575,0.01
8295,10965,1.257358648,-0.738018544,0.658312258,-0.361183866,-1.327459314,-0.895512004,-0.776724758,-0.220820985,0.791455016,0.259218518,0.488909857,-3.650456088,0.949150189,1.366736616,0.279467369,1.264005617,0.953736091,-0.647213959,0.111920536,0.128574101,0.238172221,0.676057173,-0.185315222,0.350726701,0.487191976,-0.069168938,-0.03019535,0.022155565,86.55
8296,10965,1.144860757,-0.084093958,0.964407941,0.273586975,-0.85869012,-0.614348944,-0.472460773,-0.102047091,1.390470498,-0.375755543,2.602458416,-1.364290133,2.134326915,1.597554623,-0.183663372,0.605037479,0.092593433,0.531740294,-0.201510943,-0.000350823,0.017972953,0.245389344,-0.028673444,0.566314976,0.156479394,0.997174951,-0.094277856,0.002697157,39
8297,10965,1.226635719,-0.069865392,0.751213279,0.13367934,-0.626864232,-0.324736001,-0.557587872,-0.024906698,1.523407322,-0.346155555,2.019591956,-1.871803575,1.603392328,1.68359728,-0.078712551,0.78695113,-0.066714703,0.777594482,0.011009906,-0.069217661,-0.038255837,0.10759043,-0.066085321,0.028499756,0.215380227,1.034107384,-0.094769601,-0.007919638,15.95
8298,10966,1.18939077,-0.010510847,0.990254122,0.254863284,-0.835957137,-0.622643877,-0.503047682,-0.096064374,1.393185469,-0.365019684,2.602128175,-1.365239533,2.130217409,1.592336195,-0.186563049,0.60199731,0.091910068,0.527017643,-0.194148998,-0.047291232,0.004006247,0.257554859,-0.008357185,0.565132223,0.164942788,0.999633286,-0.089922629,-0.001316257,15.95
8299,10966,1.245857479,-0.103766602,0.838979925,0.33803151,-0.957131815,-0.865086506,-0.53502517,-0.119602072,1.955812036,-0.477690764,0.390325501,-3.138285899,0.344622634,1.762485874,0.739319633,0.556707512,0.374981098,0.334732155,-0.391547469,-0.173215057,-0.083517936,-0.050793254,0.001727076,0.37001035,0.158846962,1.035853712,-0.098940766,0.00276953,15.95
8300,10967,1.227343024,1.22E-05,0.771268286,0.124306505,-0.540782546,-0.301787368,-0.492147581,-0.079704493,1.377359357,-0.374485349,2.184083543,-1.358816715,2.567946211,1.491639097,-0.184540649,0.741705867,-0.121833549,0.659255311,0.004497634,-0.007418197,-0.027165807,0.186585189,-0.077662817,0.054908406,0.248016431,1.030875095,-0.088464077,-0.005848087,15.95
8301,10967,1.240145809,-0.247661953,0.3535488,-0.031517208,-0.34663595,0.128862607,-0.62059847,0.085319824,1.749705997,-0.322296958,1.077195746,-2.74854201,0.622674673,1.863928609,0.108816286,1.087137463,-0.305821557,1.19407064,0.327161912,-0.068154221,-0.092330624,-0.150620991,-0.177162664,-0.855071453,0.280216099,1.08808385,-0.107527338,-0.014971978,39
8302,10967,-0.249550788,0.636656672,1.810777793,-0.468012156,-0.200758522,-0.189728202,0.112434894,0.044772907,0.935444615,-0.784378625,1.897714897,-2.080518334,1.721206186,1.529863608,-0.312589838,0.689009731,-0.064791137,0.920466765,0.150972377,-0.005744752,0.03472914,0.294468819,-0.180966916,0.024643193,-0.207907402,0.994212015,-0.069173335,-0.003314974,14.95
8303,10967,1.226938849,-0.039917845,0.759808282,0.129662411,-0.589972081,-0.314900873,-0.529542033,-0.048391467,1.460815337,-0.358296896,2.09008835,-1.651952063,2.016772564,1.601329487,-0.12406745,0.767560303,-0.090337066,0.726877694,0.008218932,-0.042732176,-0.033502967,0.141445327,-0.071047105,0.039817749,0.229367172,1.032722117,-0.092067234,-0.00703183,15.95
8304,10967,1.203875921,-0.044245882,0.892470908,0.207901378,-0.764740813,-0.505557627,-0.534792845,-0.059030454,1.46573666,-0.353489686,2.350652925,-1.640160713,1.779851962,1.656663192,-0.128141142,0.681034018,0.038319528,0.6427098,-0.113294369,-0.064809637,-0.014161826,0.186679759,-0.028635282,0.361019611,0.179823568,1.013132088,-0.092816423,-0.004115933,15.95
8305,10968,-0.295567446,0.61723402,1.661820987,-0.600424646,0.024169164,0.087437426,0.106195049,0.097423291,0.994137939,-0.794533862,1.371585634,-2.480436284,1.386103416,1.594242368,-0.233339748,0.837431706,-0.215565958,1.142911247,0.365576914,-0.006181384,0.005972754,0.192138648,-0.250541201,-0.498116818,-0.184097012,1.02572784,-0.046337457,0.02565369,15.95
8306,10968,1.246476751,-0.003845118,0.869938697,0.325951764,-0.836925736,-0.835494803,-0.441469233,-0.198199233,1.746900496,-0.51814895,0.630152603,-2.403998242,1.720868087,1.488735373,0.587809694,0.490487306,0.298297463,0.163954374,-0.402936585,-0.085155808,-0.067318564,0.063019229,-0.014117878,0.413273048,0.204705541,1.030894567,-0.089930292,0.005783604,15.95
8307,10969,1.181370422,-0.228184522,0.70218868,0.164822907,-0.756721587,-0.349541698,-0.605426034,0.034094581,1.698430566,-0.322373229,1.81668532,-2.493946503,0.437618053,1.921722601,0.052089294,0.845675432,-0.000326756,0.926678301,0.013009192,-0.097682417,-0.03792975,-0.000181819,-0.073572233,-0.020634917,0.167566163,1.036482431,-0.106688561,-0.006595634,39
8308,10969,1.283814916,0.035807326,0.679561788,0.203512714,-0.536765517,-0.542125712,-0.405904755,-0.20671238,1.677705997,-0.536930369,0.301525767,-2.20348173,2.492473943,1.322587251,0.548158086,0.603057304,0.078409084,0.241643573,-0.219630843,-0.027731309,-0.092708497,0.02891767,-0.083728721,-0.080964048,0.294406922,1.060245811,-0.085824761,0.001895617,14.95
8309,10969,1.261132605,-0.123247915,0.533930051,0.024103386,-0.438366712,-0.060512428,-0.60483393,0.036774911,1.641870992,-0.328978718,1.479490264,-2.330800407,1.135035762,1.764478934,0.017826336,0.957825503,-0.21570635,1.007638932,0.202369178,-0.089213156,-0.07729845,-0.028603608,-0.121692211,-0.499640006,0.262753601,1.067507774,-0.09896012,-0.014296931,15.95
8310,10969,1.216097374,-0.246743605,0.493758864,0.049521959,-0.522586614,-0.068609375,-0.620990085,0.069933477,1.743475997,-0.31947901,1.362326514,-2.696270193,0.450178209,1.90681035,0.096317511,0.993183717,-0.17565238,1.096889564,0.199658855,-0.086415221,-0.071253194,-0.097193951,-0.13373883,-0.517320574,0.230978632,1.067358217,-0.107819293,-0.011763196,39
8311,10970,1.181636041,-0.163201843,0.723119948,0.157429578,-0.67955635,-0.331424311,-0.544590243,-0.017103682,1.56254301,-0.348666518,1.974266628,-2.016152276,1.331586564,1.743951192,-0.046506596,0.802077857,-0.049450969,0.815070105,0.004876213,-0.040522901,-0.027275393,0.074133285,-0.08362844,0.009423456,0.197106641,1.033139431,-0.100830849,-0.004617336,39
8312,10970,1.163027064,0.083650503,0.531856126,0.803268074,-0.061853557,0.325163114,-0.2829089,0.078388455,1.47910285,-0.446699092,1.943103674,-1.26694482,1.744203016,1.534168439,-1.392707563,-0.320341256,0.662053047,-0.308835466,0.067379472,-0.151307563,-0.319770546,-0.49253386,-0.00503304,-0.319248746,0.376503612,0.26162443,-0.036540235,-0.009119146,11.65
8313,10970,-0.643327937,0.566034858,2.119586714,-0.970412705,0.055617177,-0.284992058,0.396046371,-0.163096507,1.258853002,-0.690843844,1.750800961,-2.662153334,0.713747313,1.448883183,-0.566245463,0.856433608,-0.358827909,0.935402291,-0.443776912,-0.089635462,-0.003172967,0.241189994,-0.287907027,-0.002182548,-0.222121032,0.853677311,-0.325055595,-0.143781097,15.95
8314,10970,1.222807561,-0.06806825,0.985411317,0.412224589,-1.085478769,-1.045821813,-0.502811723,-0.161868681,1.877005789,-0.489059059,0.749724388,-2.831909915,0.657187014,1.708604664,0.6744458,0.442742675,0.474198782,0.181220055,-0.518867939,-0.160204239,-0.057483164,0.040543868,0.038217512,0.711838925,0.127188048,1.014075071,-0.096084216,0.006923886,15.95
8315,138942,-2.356348172,1.746360464,-6.374623621,1.772205446,-3.439293796,1.457811065,-0.36257708,1.443790916,-1.927358861,-6.564659262,2.450752159,-5.694074283,-1.155469085,-7.132150639,-0.05962781,-4.596576583,-5.522088054,-3.529065598,-0.663370801,0.194809815,0.857941843,0.621203387,0.964816561,-0.619437276,-1.732612752,0.108361135,1.130828164,0.415702789,727.91
8316,10971,1.285938867,-0.049297395,0.415207494,-0.066978104,-0.170185671,0.161547375,-0.534327717,-0.006550666,1.49162103,-0.362150017,1.370600482,-1.833443447,2.340982815,1.51592771,-0.083062137,1.003302181,-0.404931432,0.978028039,0.322894801,-0.004738444,-0.086493704,0.002606593,-0.177520505,-0.809095903,0.346958428,1.084770241,-0.091912247,-0.015286193,15.95
8317,10971,1.159446951,-0.107846477,0.869489728,0.225286092,-0.775176413,-0.493984318,-0.494857323,-0.072841427,1.442157694,-0.368272658,2.374481964,-1.565927476,1.921754881,1.634459023,-0.140359764,0.677610578,0.031128773,0.630526856,-0.121586638,-0.009040733,0.001389169,0.185799209,-0.050605469,0.365975028,0.176022488,1.010211997,-0.096270861,0.000193417,39
8318,10972,-0.697615305,0.568022821,1.940867353,-0.846566544,-0.19700246,-0.248315232,0.077403332,0.256881839,1.250833336,-0.792535618,2.280681541,-2.450007581,0.295319706,1.795634721,-0.402000329,0.511080213,0.216579352,0.38724448,-1.078617631,-0.058269512,0.081756057,0.476371745,-0.031731059,0.190403094,-0.574824362,0.855459081,0.264069505,0.174152151,15.95
8319,10972,1.189607826,-0.015713796,0.985338769,0.253184178,-0.836741461,-0.615856575,-0.508829934,-0.090279465,1.403494798,-0.363126797,2.589036748,-1.403151024,2.061649149,1.605757206,-0.178073578,0.606069774,0.095015001,0.536528661,-0.193051439,-0.05111682,0.003031784,0.250634075,-0.006995505,0.575959615,0.163097194,0.999297293,-0.090468581,-0.001344985,15.95
8320,10973,-0.373856477,-0.053411516,1.52083238,-1.826988412,0.679513185,-0.262113626,0.108013706,-0.348887063,0.166778614,-0.218131347,-0.530075235,-3.307291114,3.083440707,0.566211758,-0.527453604,1.657125192,-0.021964666,-0.64862518,0.236200796,0.28429303,-0.041126416,0.107222384,-0.260238388,-1.043019541,-0.028998021,-0.45911915,-0.087575637,-0.103552327,14.95
8321,10974,1.188698434,-0.105556438,0.95955376,0.265234966,-0.947417913,-0.645361959,-0.592967451,-0.019825156,1.591270753,-0.326702777,2.377547565,-2.062705558,0.821508442,1.852560585,-0.042008882,0.664242255,0.165882087,0.688679024,-0.184678519,-0.130573275,-0.011226827,0.149069384,0.007889846,0.542005638,0.121136361,1.003453092,-0.098575684,-0.004008408,15.95
8322,10974,-0.873274911,1.097435865,1.39933266,-0.63943542,-0.729302648,-0.740876257,-0.183173347,-0.188014025,-0.137354863,-0.085601036,1.164149284,-2.801299024,3.286550237,-0.15624777,0.330736611,1.123842325,1.889151916,-0.596401214,0.963668833,0.200294877,0.01247946,0.10620086,-0.209542566,0.301488227,0.240128989,-0.266734874,-0.832234607,-0.278360693,15.95
8323,10975,-4.497370441,-6.103050443,2.086328932,0.55182202,4.560952193,-4.164797021,-4.016313855,0.453854978,0.54920246,0.252544111,0.813158474,-3.138438114,1.380897165,1.501796669,0.430552267,0.594157942,1.442315593,-0.874293433,-0.133903666,1.726810982,0.88307937,0.847777503,1.144170877,0.349162295,0.011005726,-0.130380293,-0.11621124,0.250606381,86.55
8324,10975,-0.616569071,0.113273436,1.55777263,-0.532347452,0.064920756,-0.637795753,0.351451621,-0.024900317,1.670309411,-1.356808175,0.412967646,-2.16284381,1.214541804,1.182768049,-1.56423669,-0.604413178,1.017312041,-0.852409084,-0.874060593,-0.085041129,-0.017842185,0.258878207,0.172154223,0.414742285,-0.764126894,0.79460165,0.058345465,0.170261118,49.2
8325,10975,-0.19529451,0.521267843,1.434256262,-0.65210125,0.106763201,0.258665598,0.009089125,0.167264318,1.175228848,-0.747369691,0.941845594,-2.995648588,0.66803276,1.718643014,-0.119260181,0.990088973,-0.301371371,1.341893763,0.475630982,-0.053940861,-0.033814562,0.041159043,-0.269259688,-0.84930439,-0.136200629,1.050312503,-0.078328109,-0.014294259,14.95
8326,10976,1.18915313,-0.060635117,0.972446265,0.259209572,-0.892079687,-0.630609267,-0.550898692,-0.05505231,1.497382776,-0.344914787,2.483292156,-1.732928291,1.441578796,1.729158895,-0.11004123,0.635156014,0.130448544,0.612603843,-0.188864979,-0.090845047,-0.004097522,0.19985173,0.00044717,0.558982627,0.142116777,1.001375193,-0.094522132,-0.002676696,15.95
8327,10977,1.285888345,-0.054288653,0.413774994,-0.066308616,-0.176334363,0.159908187,-0.539002024,-0.002636537,1.502053027,-0.360126461,1.358851083,-1.870085365,2.272086109,1.529639009,-0.075502987,1.006533986,-0.400994371,0.986480837,0.323359963,-0.009152691,-0.087285849,-0.003035889,-0.176693541,-0.810982235,0.344627271,1.085001119,-0.092362641,-0.015434161,15.95
8328,10977,1.226332588,-0.099812939,0.742618276,0.13769627,-0.663756383,-0.334571129,-0.585633711,-0.001421928,1.585999307,-0.334014215,1.949095561,-2.091655086,1.190012092,1.765865073,-0.033357653,0.806341957,-0.043092341,0.82831127,0.013800879,-0.095703146,-0.043008707,0.073735534,-0.061123537,0.017181764,0.201393283,1.03549265,-0.097471969,-0.008807446,15.95
8329,10977,-1.70679472,1.525315155,0.857864392,-0.036105801,-1.21095613,-0.222397014,-1.025341771,1.271377344,0.42288745,-1.120303402,1.467226466,-1.847002883,1.625618336,2.543718628,0.018186888,0.763429511,0.713005613,1.155622187,0.861464955,-0.284263472,0.202229185,0.285122471,-0.122757501,0.029862501,-0.221374292,1.093669788,-0.63735787,-0.13044191,14.95
8330,10978,1.314172206,-0.393035376,0.401164216,-0.47899345,-0.839719061,-0.440242072,-0.910446828,-0.077730086,0.399754828,0.012885952,2.396793431,-2.550729396,2.179516108,0.269186468,-0.372978032,1.88991172,1.199997264,0.224511847,0.379082231,0.168215476,0.164112583,0.597951922,-0.181489923,-0.082715202,0.470707554,-0.124087732,0.001663089,0.027869777,39
8331,10978,1.203168617,-0.114123492,0.872415901,0.217274213,-0.850822498,-0.528506259,-0.600233136,-0.004232658,1.611784625,-0.325159892,2.186161337,-2.153147573,0.815298078,1.848621376,-0.022313045,0.726279281,0.093438373,0.761048972,-0.106782097,-0.126609102,-0.025251857,0.107685,-0.017057787,0.334610962,0.147187365,1.016364376,-0.099121947,-0.006187484,15.95
8332,10978,1.285852791,-0.084447892,0.401697138,-0.064640282,-0.207862146,0.15849955,-0.568155808,0.022719013,1.564522344,-0.34811579,1.287012661,-2.09120645,1.85903432,1.611616514,-0.029217767,1.026765472,-0.378204137,1.038255845,0.326783334,-0.035049517,-0.092221038,-0.038169087,-0.171197041,-0.809586504,0.331125889,1.085819514,-0.095160567,-0.016202728,15.95
8333,10979,1.270792267,-0.466151901,0.365815695,-0.52562705,-0.683160887,0.022055171,-1.01139936,0.080284591,0.447692377,-0.021218352,2.559590124,-2.647019717,1.818738845,0.365370086,-0.083611713,1.613545257,1.49774241,-0.182474186,0.023123949,0.114619544,0.187796746,0.684360325,-0.147915297,-0.403500916,0.386381339,-0.093228337,0.015916666,0.02372295,39
8334,10979,-2.058927557,0.52779887,1.57661916,-0.11922334,0.362195383,-0.398900756,0.087637305,-0.476904679,2.126293948,1.506927518,3.049677749,-1.961951547,1.537431647,0.956700646,0.598511701,-0.476206329,0.548430447,-0.050350499,0.772537817,0.131191002,-0.431854275,0.010496138,-0.160385361,0.244117666,-0.784768564,0.868539512,-0.157975921,0.191358804,25.95
8335,10979,1.24970559,-0.079695723,0.824920747,0.322642634,-0.900947675,-0.827549802,-0.512295294,-0.136281008,1.906148442,-0.487927568,0.40459225,-2.968397859,0.704628059,1.689558901,0.704529074,0.555109372,0.336382995,0.308294823,-0.374700367,-0.149069221,-0.082833833,-0.031430967,-0.008789845,0.328555665,0.177530514,1.037839145,-0.096712531,0.003006443,15.95
8336,139107,-4.6665001,-3.952320086,0.206093982,5.153524618,5.229468882,0.939039595,-0.63503286,-0.704506474,-0.2347857,4.031435051,0.983646779,-0.578913743,-0.199814214,-0.729706928,1.266713456,-0.842769191,-0.102946074,-0.597597213,1.060154226,-2.28613708,-0.664263126,1.821421635,0.113562782,-0.759673347,-0.502304099,0.630638836,-0.513880223,0.72952585,22.47
8337,10979,-2.334559654,1.861315592,0.164383884,-0.816968726,-1.402591504,-0.549793054,-1.206647784,1.690016754,0.688120964,-1.343107699,1.171791762,-1.595694301,1.559612295,2.715054257,-0.840308957,1.378524896,0.345836925,1.022972554,-0.538776387,-0.467394701,0.239930593,0.277885329,-0.000503489,0.00819748,-0.360606141,0.822897306,-0.646044145,-0.101999719,14.95
8338,10979,1.360989024,-0.26199616,0.541808016,-0.226019989,-1.184129793,-1.287877068,-0.744504313,-0.233571339,0.67327573,-0.117228074,1.142168972,-3.608690367,0.906997474,0.441986654,0.301873955,1.484878274,1.814327257,-0.637281008,0.010731347,0.006360309,-0.08067739,-0.116941975,0.059339013,0.552662607,0.265518942,-0.338758981,-0.00559816,0.038365513,15.95
8339,10979,1.227077404,-0.06497046,0.750337018,0.131699834,-0.617947783,-0.319904756,-0.552983373,-0.02850623,1.513246914,-0.348192061,2.026502235,-1.836610942,1.6739777,1.669410506,-0.085944759,0.785303441,-0.072709336,0.770863507,0.012630614,-0.064577713,-0.037820164,0.112270085,-0.06760661,0.024850033,0.218475953,1.034218095,-0.094321789,-0.007826385,15.95
8340,10980,-0.046785951,0.030050304,2.037794275,-0.670130497,-0.727283116,-0.588537005,-0.067965591,-0.370767403,0.228930922,0.211725088,0.605960153,-3.560124569,1.886224802,0.862758008,0.368720065,0.851178753,0.993936585,-0.506551682,0.917731122,0.322582846,0.264364418,1.078895955,-0.09776849,0.375678989,-0.500253164,-0.159050844,-0.018266576,-0.06179363,39
8341,10980,1.284388341,-0.013181036,0.646173624,0.198984796,-0.568674798,-0.526120712,-0.448234972,-0.167708594,1.773222903,-0.519403919,0.161145194,-2.544463001,1.884533631,1.44265229,0.619496941,0.644019769,0.098877615,0.330833388,-0.200774064,-0.063280889,-0.101867833,-0.030298032,-0.081411857,-0.123281381,0.278807516,1.06400139,-0.090180593,0.000480655,15.95
8342,10981,1.190428235,-0.122329144,0.954945067,0.267100611,-0.971026434,-0.652278578,-0.612991657,-0.003909089,1.63311653,-0.318142786,2.330535641,-2.209314421,0.545743331,1.907179384,-0.011898082,0.677037578,0.181600681,0.722285329,-0.182498479,-0.150266725,-0.015001338,0.127027241,0.012079102,0.534408997,0.112178907,1.004483256,-0.100188315,-0.004774397,14.95
8343,10981,-0.725174766,0.29820235,1.824761392,-2.587170183,0.283604743,-0.016616534,0.153659481,0.045083893,-0.197610922,-0.67496306,1.09573686,-2.909334602,2.066815034,1.051836804,-1.684075863,2.293791864,-0.372456803,-0.236905719,-0.501182306,-0.001388003,-0.017097238,-0.070535322,-0.442861456,-0.895836528,0.624743072,-0.510600992,-0.031141939,0.025563867,12.95
8344,10981,1.226153044,-0.129645121,0.735197364,0.142751775,-0.703245144,-0.34964069,-0.612641411,0.020506657,1.64898555,-0.321755154,1.875102075,-2.31168631,0.777992076,1.847947679,0.011393867,0.82647624,-0.020695424,0.87969166,0.018045326,-0.122551589,-0.047935731,0.04019611,-0.057390795,-0.012386009,0.187685345,1.037786377,-0.100081361,-0.009869208,15.95
8345,10981,1.145380943,-0.05934936,0.968087591,0.267890939,-0.822582294,-0.597726514,-0.450197186,-0.119746951,1.338187842,-0.386003996,2.659863383,-1.182350113,2.479138892,1.528707841,-0.2205288,0.589719116,0.072076004,0.490534525,-0.203204357,0.022309074,0.02175136,0.272323457,-0.032273548,0.588460361,0.168620743,0.995453691,-0.092121441,0.003556237,39
8346,10982,-3.649071256,-4.849373859,-0.810054044,-0.496210882,6.958081729,-0.019429737,-2.458485627,1.010203034,1.109195693,-0.607042638,0.637856756,-2.285681914,1.685718055,2.12352226,-0.309719665,0.469695719,-0.207312807,0.024166603,-0.150040733,1.528803103,0.031306854,-1.604737992,1.590078088,0.898628779,-0.993442099,0.248989286,-0.136227355,0.314876755,159.98
8347,10982,1.285433649,-0.099209974,0.400882489,-0.060283222,-0.231672589,0.145155495,-0.581070782,0.032590617,1.595941005,-0.34191445,1.253106492,-2.199862632,1.652015756,1.653040699,-0.007470639,1.035620226,-0.365560828,1.062556019,0.327546423,-0.048880918,-0.094415155,-0.053818235,-0.169250865,-0.827959224,0.323646855,1.087079019,-0.096416192,-0.016765872,15.95
8348,10982,1.207639251,-0.041868098,0.79152246,0.319571095,-0.673062555,-0.485964311,-0.337947678,-0.121538414,1.676857645,-0.585859348,2.256374171,-0.865681226,2.226332229,1.261160117,-1.838861522,-0.294293571,0.702420553,-0.1080508,0.464230868,-0.078011987,-0.191948446,-0.05783998,-0.04336294,0.609279325,0.388938875,1.0401359,-0.092262367,-0.012877714,6.15
8349,10982,1.227140936,-0.019952813,0.765538284,0.126984458,-0.565377314,-0.30834412,-0.510844807,-0.06404798,1.419087347,-0.366391122,2.137085947,-1.505384389,2.292359388,1.546484292,-0.154304049,0.754633085,-0.106085307,0.693066503,0.006358283,-0.025075186,-0.030334387,0.164015258,-0.074354961,0.047363077,0.238691801,1.031798606,-0.090265656,-0.006439958,15.95
8350,10982,1.264547309,-0.07920131,0.527448206,0.006712372,-0.358613294,-0.01536191,-0.564353611,0.005583942,1.549729729,-0.347410525,1.550584547,-2.012268333,1.767057871,1.637514197,-0.047025305,0.940483593,-0.266134552,0.944473496,0.213172427,-0.047342742,-0.072805106,0.014273169,-0.1333793,-0.508054673,0.289482203,1.067214206,-0.095019903,-0.013222587,15.95
8351,10982,1.325437176,-0.080302206,0.320214773,0.200812603,-0.307786468,-0.244611269,-0.319094581,-0.152090862,2.145082597,-0.725939374,-0.527374596,-2.377733052,1.589333595,1.181893104,-0.964123899,-0.145339064,0.626669151,-0.153792924,0.573441015,-0.116349037,-0.323147833,-0.434339418,-0.148358941,-0.418920722,0.527556085,1.125965285,-0.095386252,-0.015548485,4.9
8352,10983,1.181701532,-0.183378566,0.713907093,0.157758937,-0.69878675,-0.329554572,-0.564395414,0.000423612,1.604148332,-0.34070296,1.925927004,-2.163989523,1.056328186,1.798506099,-0.015339676,0.815845735,-0.034534855,0.849939517,0.007369259,-0.057591232,-0.030626291,0.050285053,-0.079785868,0.014591852,0.188267574,1.03349607,-0.102727985,-0.005089968,39
8353,10983,1.286860319,-0.145930227,0.387678793,-0.054400647,-0.292173261,0.128403748,-0.629140828,0.071991454,1.700378766,-0.321213119,1.135598174,-2.566323006,0.962870409,1.789927291,0.06799506,1.067806377,-0.326219872,1.146879111,0.332517436,-0.095059853,-0.102942536,-0.109715274,-0.160099826,-0.846873858,0.300702456,1.089494449,-0.100731191,-0.01841967,14.95
8354,10983,1.202438945,-0.06754204,0.844648756,0.342026459,-0.844593579,-0.820729437,-0.401603518,-0.211695611,1.72359312,-0.53294487,0.649142522,-2.331214291,1.864459672,1.466055728,0.575918015,0.488647982,0.289049136,0.153493252,-0.409142984,-0.029161203,-0.05212404,0.061175852,-0.03678239,0.412692409,0.20166903,1.028316066,-0.093387313,0.010038239,39
8355,10983,-1.617302593,0.084925403,2.546423929,-1.023867658,0.671149275,-0.264970522,0.969528439,-1.051112301,1.993653673,0.479810309,2.159172802,-2.860396479,0.879445502,0.549004113,-0.328266018,0.59106408,-0.716349991,0.768319238,-0.302534556,-0.278156345,-0.243746451,0.263443403,-0.20747109,0.010603367,0.131037944,0.794465455,-1.507298565,-0.671802193,15.95
8356,10984,1.26183991,-0.053370305,0.553985058,0.014730551,-0.352285027,-0.037563795,-0.539393639,-0.018022885,1.495823027,-0.357308512,1.643981851,-1.817813548,2.099589646,1.57252075,-0.088001761,0.91258024,-0.270825195,0.889299761,0.195856906,-0.027413691,-0.066208419,0.050391151,-0.133269707,-0.473231356,0.295389804,1.064275486,-0.092654596,-0.012225379,15.95
8357,139117,-3.975939258,-1.244938872,-3.70741372,4.544772208,4.050675573,-3.407678617,-5.06311827,1.007041997,-3.190158195,-4.250716511,4.182162368,-4.563674738,1.182502751,-6.964972476,1.115339514,-4.997331655,-6.419538912,-1.18359274,3.569732578,2.109402687,1.059737074,-0.037394796,0.348707143,-0.162929483,0.410530958,-0.123612265,0.877423851,0.66756843,8.3
8358,10985,1.189340249,-0.015502105,0.988821622,0.255532773,-0.842105829,-0.624283065,-0.507721988,-0.092150245,1.403617466,-0.362996128,2.590378776,-1.401881451,2.061320703,1.606047494,-0.1790039,0.605229114,0.095847128,0.535470441,-0.193683836,-0.051705479,0.003214102,0.251912376,-0.007530221,0.563245891,0.162611631,0.999864164,-0.090373023,-0.001464225,15.95
8359,10985,1.288375972,0.00380751,0.430653809,-0.074485294,-0.107712506,0.177579389,-0.488911633,-0.045432394,1.387418841,-0.38191982,1.488080146,-1.46706545,3.029771589,1.378588326,-0.158779434,0.970852242,-0.444331683,0.893295172,0.318562569,0.037367571,-0.079178185,0.059559209,-0.184908745,-0.790283895,0.370637178,1.082568116,-0.087219354,-0.013980631,14.95
8360,10985,1.280237798,-0.22765841,0.125395016,-0.170240602,-0.024738804,0.469634058,-0.600713583,0.09549108,1.714431375,-0.335877223,0.657429077,-2.676388836,1.206997988,1.733330799,0.097424366,1.228638607,-0.53816308,1.318376617,0.535749493,-0.018276369,-0.123776272,-0.215323823,-0.251740952,-1.390375777,0.371936884,1.12064422,-0.105181458,-0.019493037,39
8361,10985,1.182395826,-0.153527345,0.720193336,0.152431989,-0.659126842,-0.316527387,-0.536419383,-0.022746562,1.541827936,-0.352857249,1.991584278,-1.945587297,1.471397089,1.715762831,-0.060367632,0.798039024,-0.060214789,0.800944552,0.006664156,-0.030880046,-0.026229893,0.083177122,-0.085441977,0.020373789,0.203019087,1.032452393,-0.1000282,-0.004256875,39
8362,10986,1.138159604,-0.327809901,0.600767042,0.196632092,-0.435664115,0.508408932,-0.682680733,0.321609686,2.08524262,-0.595042916,2.073338592,-2.171424061,-0.435310037,1.834276844,-1.026503006,-0.701498944,1.343048084,-0.622343447,-0.16428685,-0.311520086,-0.181501269,-0.079705375,0.026198128,-0.286112303,0.179725054,1.121264167,-0.076167746,-0.027930922,3.3
8363,10987,1.181623031,-0.203228232,0.709351183,0.161475466,-0.725978128,-0.341345758,-0.582054502,0.01452394,1.646270579,-0.332491012,1.875432316,-2.31073691,0.782101583,1.853166107,0.014293545,0.829516409,-0.020012058,0.884414311,0.010683381,-0.07561118,-0.033969025,0.028030595,-0.077707053,-0.011203256,0.17922195,1.035328042,-0.104436588,-0.005855795,39
